T_r,rms_err,max_err,ss_rms,settling_time
0.15,3.8270591978921,41.7637396568102,1.5103417253665,NaN
0.25,92.3471410596643,164.38274185208,93.1995696912887,NaN
0.5,48.1745158879588,80.7578798730079,48.1995142628724,NaN
1,30.5666461851343,47.1637973173195,30.6566509720407,NaN
