PeakIndex_1,PeakIndex_2,PeakIndex_3,PeakIndex_4,PeakIndex_5,PeakIndex_6,PeakIndex_7,PeakIndex_8,PeakIndex_9,PeakIndex_10,PeakIndex_11,PeakIndex_12,PeakIndex_13,Time_s_1,Time_s_2,Time_s_3,Time_s_4,Time_s_5,Time_s_6,Time_s_7,Time_s_8,Time_s_9,Time_s_10,Time_s_11,Time_s_12,Time_s_13,ThetaAbs_rad_1,ThetaAbs_rad_2,ThetaAbs_rad_3,ThetaAbs_rad_4,ThetaAbs_rad_5,ThetaAbs_rad_6,ThetaAbs_rad_7,ThetaAbs_rad_8,ThetaAbs_rad_9,ThetaAbs_rad_10,ThetaAbs_rad_11,ThetaAbs_rad_12,ThetaAbs_rad_13,LogThetaAbs_1,LogThetaAbs_2,LogThetaAbs_3,LogThetaAbs_4,LogThetaAbs_5,LogThetaAbs_6,LogThetaAbs_7,LogThetaAbs_8,LogThetaAbs_9,LogThetaAbs_10,LogThetaAbs_11,LogThetaAbs_12,LogThetaAbs_13
1,2,3,4,5,6,7,8,9,10,11,12,13,0.135,0.271,0.406,0.54,0.675,0.809,0.941,1.074,1.206,1.337,1.47,1.6,1.732,0.269904859552054,0.240372244586241,0.225051222723243,0.195133585059123,0.181672916155588,0.155090729448727,0.141116994145098,0.118640032439603,0.102325059729822,0.0851721130693327,0.067911040493506,0.0504854374948438,0.0354855218931369,-1.3096857541108,-1.42556653811865,-1.49142724613979,-1.63407090337387,-1.70554737272225,-1.86374498203202,-1.95816598694272,-2.13166130772361,-2.27960067287726,-2.46308121011774,-2.68955665832006,-2.98607035072516,-3.33863049968381
