RefAmplitude_deg,RiseTime_s,SettlingTime_s,Overshoot_pct
40,0.0575747544770067,0.0831440306932983,7.69976337133826e-05
70,0.0563203964587735,0.0807762340792037,0
120,0.06132928107866,0.0894989046032743,3.6906874023579e-05
