RefAmplitude_deg,RiseTime_s,SettlingTime_s,Overshoot_pct
40,0.105686881712208,0.791023851253421,34.1733288383729
70,0.102997465663667,0.775706852793791,34.6038822561011
120,0.0990616371739667,0.762567297172142,35.9647106792366
