Ts,RiseTime,SettlingTime,Overshoot
0.001,0.0993228691694162,0.753723341114724,33.5026740317508
0.01,0.102553780813247,4.99730084067875,46.5210004306531
0.05,0.0247059997299256,NaN,111.288187962306
