Acc_MaxPeak_deg,Acc_RMS_deg,Acc_P2P_deg,BB_MaxPeak_deg,BB_RMS_deg,BB_P2P_deg
5.21999999999844,32.3920895607151,94.859999999949,5.21999999999844,34.3888027657695,100.619999999947
