Acc_MaxPeak_deg,Acc_RMS_deg,Acc_P2P_deg,BB_MaxPeak_deg,BB_RMS_deg,BB_P2P_deg
1.80000000002201,2.34999462218175,8.14770000000954,2.16000000000245,1.48129788803769,5.98410000001519
